0.312243	0.58034	0	0	0.312243	0.58034	0.6	0.6	5.19994	0
0.67473	0.521529	8.86784	2.7151e-17	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686
1.16444	0.488434	8.88023	-0.458409	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996
1.25688	0.509473	8.71775	1.23689	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781
1.64183	0.592745	8.48113	2.21405	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597
1.86227	0.57239	5.75451	0.689967	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323
2.16068	0.621972	5.82877	0.811097	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932
2.36527	0.665449	5.35813	0.995597	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389
2.63418	0.691563	5.47078	0.775133	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654
2.91137	0.660476	5.67472	-0.0510775	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668
3.12626	0.647008	5.30008	-0.223129	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415
3.42773	0.511963	5.64617	-1.86568	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818
3.75289	0.359369	5.67394	-3.13646	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576
4.04511	0.530829	4.98154	-0.292782	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
4.28734	0.541545	4.89757	0.080524	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
4.53868	0.615751	5.25061	1.00125	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
4.62163	0.829073	3.60669	2.62099	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
4.90916	0.77824	4.61335	1.48482	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649
5.24464	0.735417	5.0918	0.43681	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
5.49369	0.71663	5.75173	-0.0744299	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868
5.84652	0.705239	6.32669	-0.379527	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
6.09706	0.506622	5.38184	-2.35877	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
6.35835	0.770688	4.98074	0.732834	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
6.60917	0.819991	5.26556	1.12469	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
6.83054	0.768013	5.14787	0.300921	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
7.09374	0.706132	5.12823	-0.484502	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
7.25894	0.876162	4.51298	1.12977	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
7.58261	0.874331	5.76201	0.785074	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
7.83287	0.772934	5.52432	-0.651255	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
8.10789	0.785893	5.3306	-0.476411	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
8.31116	0.819658	5.01348	-0.00129507	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
8.56608	1.04067	5.24204	2.36472	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
8.79025	1.08598	5.13558	2.23958	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
9.13637	1.13974	5.53771	1.88081	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
9.35051	1.10655	5.11257	0.811826	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
9.65195	1.25418	5.51593	1.8362	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
9.94654	1.4067	5.62982	2.64521	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
10.2078	1.58549	4.93206	3.31986	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
10.3852	1.55157	4.53275	1.87414	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
10.6345	1.65126	4.74151	1.99583	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
10.8286	1.54156	4.37105	0.315354	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
11.1274	1.52893	5.56143	-0.291223	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
11.4444	1.57865	6.02234	0.103661	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
11.6775	1.56684	5.58141	-0.221517	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
11.8621	1.70958	4.98391	0.993626	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
12.1223	1.84671	5.35236	2.063	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
12.3579	1.82554	5.39576	1.19304	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
12.6171	1.86112	5.70579	1.05576	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
12.7452	2.1379	4.48224	2.99813	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
13.0217	2.35269	5.12142	4.27436	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701
13.195	2.46215	4.73738	3.64093	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
13.3173	2.76925	3.77632	5.20541	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
13.6797	2.67145	4.72197	2.25206	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
13.8985	2.77923	4.89396	2.15122	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
14.1437	2.91507	5.12911	2.30621	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
14.4123	2.99167	5.48089	1.87829	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
14.5981	2.96215	5.05202	0.610976	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
14.827	3.15728	5.13578	1.92673	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
15.0103	3.44238	4.14457	3.56302	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
15.2297	3.68151	4.05178	4.59227	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
15.456	3.83165	4.26007	4.18686	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
15.6792	3.93712	4.47988	3.43971	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
15.9203	4.01401	4.69172	2.60806	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
16.1419	4.14132	4.45362	2.38504	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
16.3147	4.39876	4.12039	3.51872	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
16.542	4.55382	4.43952	3.55091	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
16.6877	4.70243	4.14735	3.3466	16.6039	4.67344	16.613	4.5849	3.74	3.28438
16.8568	4.89068	3.60788	3.48763	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
16.9779	5.1738	3.04436	4.531	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
17.1692	5.29285	3.59329	3.89328	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
17.312	5.45165	3.52483	3.58463	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
17.4956	5.52112	3.74478	2.70912	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
17.7025	5.61868	4.10993	2.28128	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
17.8812	5.75667	3.88202	2.22288	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
18.0381	6.07618	3.36874	3.90504	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
18.1911	6.31659	3.17706	4.66833	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
18.2473	6.64412	2.08339	5.67067	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
18.3754	6.91573	2.36735	6.03293	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
18.5632	6.86542	2.46922	3.2303	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
18.7113	7.08774	3.16724	4.07412	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
18.9742	7.16725	4.09075	2.91834	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
19.0757	7.29545	3.36605	2.4705	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
19.0605	7.76298	1.25977	4.59137	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
19.2059	7.93251	2.53266	4.71116	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
19.2488	8.16055	2.23016	4.59424	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
19.3337	8.36535	2.47074	4.70719	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
19.4469	8.40143	2.68982	3.15391	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
19.5776	8.53528	2.87076	2.84125	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
19.7773	8.76926	3.50545	3.43631	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
19.8733	8.96217	2.71142	3.30314	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
19.989	9.31685	2.23456	4.9317	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
20.0167	9.56575	1.34312	5.13816	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
20.0731	9.85133	1.04285	5.54262	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
20.0679	10.2404	0.562268	7.10557	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
20.134	10.4819	0.89592	6.30268	20.166	10.4687	20.0818	10.3863	0.968259	4.75666
20.1011	10.7891	0.149958	6.32042	19.6775	10.803	20.1271	10.6247	0.845742	4.77652
20.2259	10.967	0.799847	5.23179	20.371	11.0109	20.1663	10.864	0.722256	4.7934
